"ID","Total.Enrollment","Female","Male","Asian","Black","Hispanic","White","Disabilities","English.Language.Learners","Poverty","Economic.Needs.Index","MAT_num_tested","MAT_mean_score","ELA_num_tested","ELA_mean_score"
"27Q137 2016",NA,0.479,0.521,0.538,0.05,0.321,0.025,0.14,0.087,0.873,0.504,1661,302,1848,73
"27Q137 2017",NA,0.487,0.513,0.537,0.058,0.323,0.027,0.149,0.092,0.862,0.48,1513,301,1877,76
"27Q146 2013",704,0.494,0.506,0.026,0.034,0.304,0.628,0.223,0.018,0.567,NA,436,307,436,68
"27Q146 2014",700,0.489,0.511,0.027,0.023,0.32,0.62,0.229,0.02,0.563,NA,433,307,433,67
"27Q146 2015",693,0.489,0.511,0.026,0.023,0.329,0.606,0.211,0.02,0.535,0.292,419,310,419,68
"27Q146 2016",704,0.493,0.507,0.028,0.017,0.348,0.597,0.216,0.02,0.493,0.274,414,306,413,74
"27Q146 2017",708,0.51,0.49,0.034,0.017,0.369,0.569,0.212,0.03,0.48,0.258,432,313,431,77
"27Q155 2013",581,0.485,0.515,0.398,0.299,0.191,0.014,0.1,0.059,0.947,NA,247,298,247,67
"27Q155 2014",598,0.485,0.515,0.358,0.306,0.201,0.017,0.135,0.06,0.948,NA,250,305,248,68
"27Q155 2015",571,0.487,0.513,0.345,0.275,0.205,0.016,0.142,0.047,0.958,0.576,241,309,242,69
"27Q155 2016",566,0.512,0.488,0.329,0.261,0.189,0.019,0.122,0.065,0.931,0.524,237,319,234,78
"27Q155 2017",538,0.502,0.498,0.296,0.247,0.199,0.015,0.113,0.078,0.946,0.451,237,325,238,79
"27Q183 2013",616,0.511,0.489,0.031,0.578,0.302,0.055,0.213,0.055,0.946,NA,319,275,315,46
"27Q183 2014",532,0.504,0.496,0.041,0.53,0.338,0.055,0.273,0.036,0.947,NA,304,277,326,44
"27Q183 2015",602,0.493,0.507,0.04,0.528,0.347,0.05,0.294,0.038,0.92,0.83,340,271,353,44
"27Q183 2016",586,0.471,0.529,0.026,0.532,0.334,0.06,0.326,0.043,0.874,0.829,356,267,361,47
"27Q183 2017",575,0.461,0.539,0.033,0.543,0.334,0.049,0.306,0.057,0.908,0.829,344,279,353,50
"27Q197 2013",499,0.425,0.575,0.016,0.617,0.315,0.04,0.192,0.136,0.97,NA,223,271,219,41
"27Q197 2014",523,0.413,0.587,0.011,0.549,0.379,0.048,0.203,0.159,0.969,NA,221,280,215,39
"27Q197 2015",548,0.438,0.562,0.013,0.5,0.436,0.04,0.219,0.182,0.903,0.734,216,280,210,35
"27Q197 2016",567,0.437,0.563,0.016,0.536,0.395,0.044,0.228,0.18,0.908,0.736,196,282,197,52
"27Q197 2017",526,0.47,0.53,0.023,0.492,0.432,0.036,0.238,0.188,0.928,0.723,209,290,205,53
"27Q202 2013",NA,0.486,0.514,0.339,0.079,0.492,0.076,0.125,0.098,0.874,NA,1089,305,1073,61
"27Q202 2014",NA,0.459,0.541,0.332,0.08,0.492,0.07,0.136,0.09,0.869,NA,949,299,1030,65
"27Q202 2015",NA,0.482,0.518,0.334,0.079,0.487,0.079,0.159,0.09,0.848,0.594,945,298,1015,64
"27Q202 2016",NA,0.482,0.518,0.341,0.071,0.48,0.081,0.162,0.079,0.835,0.557,956,299,994,71
"27Q202 2017",NA,0.49,0.51,0.35,0.068,0.47,0.077,0.165,0.079,0.801,0.509,996,300,1030,73
"27Q207 2013",792,0.491,0.509,0.024,0.011,0.183,0.759,0.196,0,0.48,NA,478,318,479,76
"27Q207 2014",753,0.489,0.511,0.027,0.015,0.179,0.758,0.205,0,0.429,NA,498,321,498,75
"27Q207 2015",738,0.482,0.518,0.024,0.011,0.184,0.762,0.202,0.001,0.417,0.179,452,319,457,76
"27Q207 2016",721,0.473,0.527,0.028,0.015,0.19,0.752,0.198,0.001,0.398,0.167,392,318,419,79
"27Q207 2017",712,0.487,0.513,0.035,0.018,0.187,0.746,0.191,0.003,0.371,0.153,395,319,405,80
"27Q210 2013",NA,0.474,0.526,0.282,0.066,0.6,0.043,0.146,0.126,0.895,NA,1945,302,1899,60
"27Q210 2014",NA,0.47,0.53,0.276,0.061,0.606,0.044,0.167,0.124,0.877,NA,1794,299,1837,61
"27Q210 2015",NA,0.481,0.519,0.282,0.061,0.615,0.04,0.169,0.14,0.863,0.601,1687,300,1768,61
"27Q210 2016",NA,0.49,0.51,0.28,0.062,0.613,0.033,0.177,0.131,0.843,0.594,1672,300,1746,67
"27Q210 2017",NA,0.481,0.519,0.284,0.056,0.603,0.033,0.169,0.148,0.754,0.564,1674,295,1703,64
"27Q223 2013",685,0.48,0.52,0.102,0.695,0.146,0.009,0.123,0.053,0.909,NA,282,288,282,57
"27Q223 2014",661,0.457,0.543,0.079,0.722,0.132,0.012,0.185,0.035,0.941,NA,267,290,265,52
"27Q223 2015",625,0.442,0.558,0.085,0.698,0.134,0.01,0.227,0.03,0.912,0.662,277,293,274,57
"27Q223 2016",606,0.45,0.55,0.079,0.667,0.16,0.008,0.21,0.045,0.914,0.62,254,288,252,64
"27Q223 2017",595,0.439,0.561,0.108,0.649,0.155,0.005,0.212,0.049,0.929,0.61,267,292,265,60
"27Q226 2013",NA,0.469,0.531,0.282,0.433,0.193,0.018,0.179,0.051,0.761,NA,1300,284,1283,49
"27Q226 2014",NA,0.46,0.54,0.213,0.398,0.198,0.007,0.199,0.058,0.82,NA,1165,284,1142,49
"27Q226 2015",NA,0.455,0.545,0.249,0.393,0.167,0.009,0.186,0.055,0.829,0.553,1032,288,1016,53
"27Q226 2016",928,0.471,0.529,0.24,0.39,0.157,0.009,0.204,0.058,0.89,0.519,904,284,899,59
"27Q226 2017",917,0.465,0.535,0.214,0.365,0.16,0.008,0.201,0.06,0.863,0.471,861,285,854,63
"27Q232 2013",NA,0.499,0.501,0.119,0.099,0.37,0.404,0.127,0.032,0.643,NA,639,315,638,81
"27Q232 2014",NA,0.491,0.509,0.128,0.096,0.377,0.382,0.134,0.034,0.62,NA,642,314,671,77
"27Q232 2015",NA,0.487,0.513,0.115,0.093,0.409,0.368,0.157,0.035,0.573,0.383,654,314,712,77
"27Q232 2016",NA,0.485,0.515,0.11,0.091,0.409,0.373,0.179,0.032,0.57,0.373,685,314,718,83
"27Q232 2017",NA,0.494,0.506,0.099,0.087,0.447,0.348,0.189,0.029,0.565,0.364,655,310,705,83
"27Q253 2013",500,0.504,0.496,0.014,0.426,0.524,0.026,0.17,0.202,0.976,NA,216,289,211,48
"27Q253 2014",511,0.485,0.515,0.01,0.382,0.577,0.022,0.184,0.235,0.941,NA,228,290,222,48
"27Q253 2015",530,0.479,0.521,0.021,0.37,0.57,0.03,0.192,0.298,0.96,0.765,222,295,216,49
"27Q253 2016",564,0.496,0.504,0.02,0.353,0.582,0.034,0.204,0.273,0.95,0.749,262,289,253,61
"27Q253 2017",600,0.507,0.493,0.027,0.332,0.608,0.02,0.205,0.288,0.967,0.748,283,298,279,54
"27Q254 2013",636,0.472,0.528,0.124,0.068,0.712,0.083,0.153,0.099,0.882,NA,291,323,288,74
"27Q254 2014",654,0.485,0.515,0.119,0.07,0.731,0.07,0.145,0.063,0.87,NA,312,329,309,77
"27Q254 2015",661,0.481,0.519,0.124,0.064,0.746,0.056,0.138,0.088,0.861,0.575,268,327,269,78
"27Q254 2016",674,0.487,0.513,0.12,0.053,0.746,0.064,0.128,0.104,0.815,0.528,316,322,308,78
"27Q254 2017",657,0.484,0.516,0.131,0.049,0.721,0.075,0.143,0.122,0.817,0.524,313,319,301,75
"27Q262 2013",674,0.466,0.534,0.077,0.493,0.303,0.12,0.139,0.01,0.767,NA,213,296,214,61
"27Q262 2014",642,0.463,0.537,0.065,0.5,0.31,0.115,0.132,0.014,1,NA,181,304,181,67
"27Q262 2015",683,0.483,0.517,0.067,0.499,0.302,0.122,0.142,0.015,1,0.55,193,301,192,67
"27Q262 2016",736,0.478,0.522,0.073,0.492,0.284,0.135,0.148,0.018,1,0.545,226,297,224,68
"27Q262 2017",804,0.502,0.498,0.086,0.443,0.326,0.132,0.137,0.02,1,0.527,305,296,304,69
"27Q273 2014",254,0.437,0.563,0.154,0.11,0.642,0.051,0.134,0.118,0.941,NA,43,311,42,67
"27Q273 2015",306,0.451,0.549,0.144,0.105,0.663,0.059,0.163,0.098,0.944,0.608,105,303,103,64
"27Q273 2016",364,0.462,0.538,0.162,0.085,0.684,0.044,0.159,0.11,0.967,0.58,180,306,170,74
"27Q273 2017",365,0.43,0.57,0.142,0.06,0.734,0.03,0.186,0.115,0.962,0.562,179,304,175,68
"27Q282 2013",268,0.549,0.451,0.049,0.619,0.302,0.022,0.086,0.026,0.884,NA,262,303,261,64
"27Q282 2014",262,0.561,0.439,0.061,0.599,0.317,0.019,0.076,0.046,0.859,NA,176,299,257,65
"27Q282 2015",263,0.57,0.43,0.057,0.574,0.335,0.03,0.084,0.053,0.837,0.598,175,299,257,67
"27Q282 2016",260,0.535,0.465,0.054,0.565,0.354,0.027,0.108,0.073,0.808,0.604,170,299,258,72
"27Q282 2017",259,0.502,0.498,0.046,0.56,0.367,0.023,0.147,0.069,0.822,0.571,171,300,257,70
"27Q297 2014",90,0.478,0.522,0.233,0.522,0.233,0,0.189,0.011,0.878,NA,93,287,91,50
"27Q297 2015",255,0.455,0.545,0.212,0.514,0.2,0.02,0.224,0.031,0.765,0.496,244,297,244,59
"27Q297 2016",347,0.478,0.522,0.245,0.45,0.207,0.02,0.21,0.043,0.896,0.489,354,294,351,67
"27Q297 2017",402,0.498,0.502,0.266,0.396,0.194,0.025,0.216,0.052,0.863,0.475,358,286,384,66
"27Q306 2013",456,0.463,0.537,0.158,0.055,0.667,0.077,0.171,0.149,0.844,NA,199,305,194,68
"27Q306 2014",479,0.466,0.534,0.148,0.054,0.681,0.061,0.173,0.134,0.846,NA,254,309,245,67
"27Q306 2015",480,0.463,0.538,0.15,0.06,0.675,0.052,0.188,0.142,0.846,0.573,222,303,218,58
"27Q306 2016",466,0.459,0.541,0.161,0.047,0.693,0.043,0.197,0.127,0.843,0.55,212,308,207,70
"27Q306 2017",454,0.46,0.54,0.159,0.046,0.703,0.04,0.181,0.178,0.817,0.54,195,306,184,67
"27Q309 2013",600,0.56,0.44,0.08,0.51,0.36,0.028,0.16,0.092,0.795,NA,206,283,201,48
"27Q309 2014",631,0.553,0.447,0.082,0.487,0.384,0.022,0.163,0.09,0.794,NA,212,280,212,48
"27Q309 2015",637,0.51,0.49,0.078,0.477,0.388,0.028,0.174,0.105,0.771,0.678,188,280,211,50
"27Q309 2016",624,0.532,0.468,0.079,0.434,0.42,0.04,0.149,0.131,0.763,0.695,178,275,205,57
"27Q309 2017",629,0.51,0.49,0.084,0.429,0.417,0.043,0.169,0.141,0.747,0.675,181,272,198,58
"27Q317 2013",452,0.542,0.458,0.038,0.308,0.431,0.208,0.166,0.106,0.858,NA,157,282,154,52
"27Q317 2014",441,0.519,0.481,0.02,0.29,0.438,0.213,0.195,0.107,0.846,NA,175,292,174,55
"27Q317 2015",459,0.488,0.512,0.031,0.268,0.444,0.222,0.198,0.1,0.804,0.639,200,295,197,56
"27Q317 2016",489,0.509,0.491,0.037,0.239,0.462,0.219,0.198,0.098,0.796,0.606,215,302,213,68
"27Q317 2017",491,0.509,0.491,0.045,0.222,0.473,0.212,0.185,0.114,0.756,0.511,210,304,205,68
"27Q318 2013",173,0.457,0.543,0.029,0.514,0.353,0.087,0.277,0.098,0.919,NA,154,287,154,54
"27Q318 2014",174,0.448,0.552,0.023,0.569,0.305,0.092,0.287,0.057,0.902,NA,173,276,172,49
"27Q318 2015",190,0.442,0.558,0.016,0.584,0.311,0.074,0.4,0.063,0.916,0.745,189,280,185,50
"27Q318 2016",223,0.489,0.511,0.022,0.547,0.336,0.076,0.345,0.085,0.888,0.748,210,275,205,55
"27Q318 2017",230,0.457,0.543,0.022,0.535,0.335,0.091,0.309,0.087,0.809,0.655,221,275,217,62
"27Q319 2013",302,0.483,0.517,0.007,0.801,0.159,0.013,0.252,0.116,1,NA,289,282,289,34
"27Q319 2014",324,0.463,0.537,0.006,0.821,0.148,0.019,0.272,0.133,0.744,NA,315,283,315,39
"27Q319 2015",328,0.5,0.5,0.015,0.713,0.244,0.015,0.277,0.152,0.713,0.743,297,281,316,42
"27Q319 2016",307,0.489,0.511,0.013,0.638,0.332,0.01,0.235,0.186,0.694,0.729,288,280,306,55
"27Q319 2017",314,0.481,0.519,0.013,0.57,0.385,0.019,0.204,0.156,0.64,0.698,327,277,307,51
"27Q323 2013",NA,0.561,0.439,0.234,0.189,0.163,0.4,0.01,0,0.616,NA,698,344,698,104
"27Q323 2014",NA,0.574,0.426,0.233,0.182,0.184,0.388,0.006,0,0.536,NA,522,348,784,102
"27Q323 2015",NA,0.588,0.412,0.215,0.184,0.18,0.409,0.023,0,0.497,0.407,521,347,777,105
"27Q323 2016",NA,0.576,0.424,0.208,0.192,0.176,0.413,0.054,0,0.484,0.395,489,345,732,108
"27Q323 2017",NA,0.577,0.423,0.206,0.182,0.186,0.412,0.093,0,0.473,0.283,458,350,692,109
"27Q333 2013",586,0.565,0.435,0.039,0.725,0.196,0.029,0.067,0,0.874,NA,286,294,286,60
"27Q333 2014",541,0.562,0.438,0.039,0.736,0.172,0.026,0.05,0,0.85,NA,285,301,286,66
"27Q333 2015",534,0.547,0.453,0.037,0.691,0.184,0.022,0.058,0,0.811,0.708,244,299,266,66
"27Q333 2016",524,0.553,0.447,0.042,0.698,0.179,0.029,0.071,0,0.744,0.679,256,284,260,71
"27Q333 2017",478,0.565,0.435,0.031,0.715,0.182,0.025,0.061,0.002,0.837,0.646,207,285,233,71
"27Q362 2014",373,0.458,0.542,0.011,0.429,0.536,0.016,0.164,0.196,0.946,NA,65,295,65,58
"27Q362 2015",435,0.448,0.552,0.014,0.398,0.566,0.009,0.175,0.237,0.943,0.715,142,286,134,53
"27Q362 2016",542,0.472,0.528,0.015,0.423,0.542,0.006,0.205,0.197,0.908,0.694,241,296,238,64
"27Q362 2017",559,0.488,0.512,0.018,0.413,0.551,0.005,0.181,0.206,0.857,0.644,249,298,238,69
"28Q008 2013",680,0.479,0.521,0.162,0.612,0.176,0.012,0.232,0.088,0.901,NA,639,278,634,45
"28Q008 2014",574,0.462,0.538,0.169,0.568,0.2,0.01,0.251,0.082,0.871,NA,553,278,540,43
"28Q008 2015",486,0.451,0.549,0.152,0.547,0.212,0.012,0.249,0.119,0.842,0.67,441,276,456,43
"28Q008 2016",370,0.449,0.551,0.119,0.554,0.214,0.008,0.276,0.13,0.846,0.655,327,276,318,48
"28Q008 2017",357,0.513,0.487,0.176,0.457,0.235,0.003,0.232,0.16,0.866,0.658,320,283,305,55
"28Q040 2013",557,0.49,0.51,0.048,0.625,0.233,0.074,0.151,0.065,0.943,NA,233,281,232,46
"28Q040 2014",604,0.475,0.525,0.066,0.591,0.258,0.063,0.164,0.066,0.96,NA,252,288,249,45
"28Q040 2015",573,0.482,0.518,0.077,0.606,0.244,0.051,0.223,0.063,0.92,0.773,265,288,260,47
"28Q040 2016",538,0.474,0.526,0.113,0.593,0.227,0.046,0.255,0.052,0.941,0.756,270,289,269,49
"28Q040 2017",498,0.47,0.53,0.104,0.59,0.239,0.04,0.257,0.044,0.952,0.729,270,289,263,57
"28Q048 2013",467,0.546,0.454,0.092,0.732,0.137,0,0.193,0.064,0.85,NA,186,282,185,54
"28Q048 2014",506,0.504,0.496,0.13,0.692,0.132,0,0.213,0.057,0.874,NA,191,290,185,58
"28Q048 2015",569,0.494,0.506,0.105,0.68,0.156,0.005,0.276,0.065,0.8,0.719,209,297,204,63
"28Q048 2016",603,0.489,0.511,0.129,0.648,0.172,0.008,0.262,0.066,0.864,0.715,233,307,222,75
"28Q048 2017",628,0.457,0.543,0.156,0.589,0.193,0.011,0.248,0.083,0.884,0.673,269,304,256,69
"28Q050 2013",765,0.501,0.499,0.152,0.271,0.413,0.021,0.149,0.166,0.958,NA,368,305,360,63
"28Q050 2014",770,0.495,0.505,0.177,0.258,0.403,0.022,0.182,0.14,0.929,NA,363,312,354,62
"28Q050 2015",787,0.476,0.524,0.18,0.243,0.418,0.028,0.187,0.155,0.921,0.648,345,305,339,64
"28Q050 2016",801,0.481,0.519,0.194,0.221,0.448,0.021,0.206,0.141,0.929,0.643,333,311,323,76
"28Q050 2017",811,0.471,0.529,0.226,0.199,0.441,0.021,0.176,0.166,0.933,0.599,362,313,348,75
"28Q054 2013",568,0.452,0.548,0.342,0.097,0.484,0.051,0.165,0.236,1,NA,254,295,244,59
"28Q054 2014",573,0.454,0.546,0.347,0.073,0.506,0.035,0.152,0.265,1,NA,247,307,242,59
"28Q054 2015",597,0.464,0.536,0.337,0.077,0.506,0.028,0.154,0.241,1,0.657,262,305,258,54
"28Q054 2016",586,0.435,0.565,0.34,0.089,0.503,0.022,0.16,0.258,1,0.629,259,299,256,64
"28Q054 2017",577,0.47,0.53,0.338,0.087,0.506,0.014,0.144,0.291,1,0.572,266,295,255,66
"28Q055 2013",538,0.524,0.476,0.565,0.128,0.262,0.015,0.169,0.072,0.842,NA,250,294,249,59
"28Q055 2014",526,0.521,0.479,0.561,0.127,0.236,0.013,0.173,0.061,0.873,NA,228,302,225,59
"28Q055 2015",496,0.514,0.486,0.536,0.121,0.248,0.01,0.167,0.063,0.823,0.527,219,308,215,69
"28Q055 2016",529,0.522,0.478,0.531,0.095,0.234,0.013,0.18,0.102,0.832,0.495,219,304,217,70
"28Q055 2017",522,0.5,0.5,0.464,0.088,0.251,0.019,0.149,0.125,0.833,0.476,232,304,221,72
"28Q072 2013",866,0.472,0.528,0.141,0.711,0.13,0.005,0.2,0.046,0.852,NA,847,284,841,48
"28Q072 2014",887,0.469,0.531,0.136,0.724,0.107,0.009,0.206,0.045,0.822,NA,816,282,840,45
"28Q072 2015",760,0.474,0.526,0.13,0.718,0.111,0.008,0.229,0.039,0.745,0.607,710,283,712,47
"28Q072 2016",605,0.445,0.555,0.122,0.719,0.116,0.005,0.264,0.06,0.813,0.606,567,277,555,56
"28Q072 2017",442,0.412,0.588,0.111,0.676,0.127,0.009,0.278,0.063,0.749,0.622,414,272,413,51
"28Q080 2013",580,0.521,0.479,0.026,0.878,0.071,0.012,0.259,0.028,0.864,NA,271,291,271,55
"28Q080 2014",556,0.495,0.505,0.018,0.881,0.07,0.007,0.275,0.013,0.835,NA,249,288,249,51
"28Q080 2015",594,0.522,0.478,0.025,0.875,0.069,0.007,0.241,0.019,0.833,0.558,247,293,249,52
"28Q080 2016",551,0.517,0.483,0.022,0.858,0.085,0.011,0.24,0.022,0.799,0.56,239,298,240,64
"28Q080 2017",525,0.518,0.482,0.023,0.859,0.084,0.01,0.217,0.03,0.789,0.531,238,292,234,62
"28Q082 2013",648,0.461,0.539,0.309,0.096,0.568,0.025,0.125,0.278,1,NA,312,288,305,58
"28Q082 2014",638,0.466,0.534,0.309,0.072,0.6,0.019,0.149,0.281,1,NA,313,290,303,58
"28Q082 2015",657,0.484,0.516,0.294,0.064,0.618,0.02,0.154,0.275,1,0.713,312,292,305,55
"28Q082 2016",643,0.496,0.504,0.269,0.061,0.638,0.02,0.152,0.297,1,0.695,306,293,298,66
"28Q082 2017",646,0.511,0.489,0.257,0.067,0.638,0.022,0.156,0.331,1,0.658,319,293,305,65
"28Q086 2013",953,0.516,0.484,0.523,0.121,0.303,0.041,0.13,0.363,1,NA,516,296,500,61
"28Q086 2014",931,0.516,0.484,0.556,0.117,0.271,0.04,0.142,0.334,1,NA,319,313,299,64
"28Q086 2015",942,0.527,0.473,0.547,0.092,0.301,0.035,0.158,0.306,1,0.672,329,311,321,64
"28Q086 2016",934,0.52,0.48,0.5,0.086,0.337,0.041,0.186,0.317,1,0.656,386,306,368,70
"28Q086 2017",NA,0.495,0.505,0.486,0.09,0.344,0.041,0.174,0.309,1,0.641,521,303,489,68
"28Q099 2013",819,0.47,0.53,0.25,0.071,0.392,0.281,0.165,0.116,0.701,NA,452,309,444,69
"28Q099 2014",839,0.455,0.545,0.225,0.072,0.386,0.29,0.176,0.111,0.676,NA,459,321,448,70
"28Q099 2015",850,0.445,0.555,0.234,0.068,0.399,0.271,0.185,0.113,0.678,0.459,443,324,438,74
"28Q099 2016",836,0.445,0.555,0.22,0.065,0.404,0.278,0.207,0.106,0.67,0.418,444,320,445,79
"28Q099 2017",810,0.458,0.542,0.207,0.068,0.394,0.295,0.198,0.119,0.659,0.407,441,321,444,76
"28Q101 2013",626,0.482,0.518,0.331,0.03,0.123,0.462,0.083,0.056,0.184,NA,323,334,323,94
"28Q101 2014",587,0.489,0.511,0.298,0.024,0.133,0.486,0.087,0.056,0.221,NA,285,341,283,91
"28Q101 2015",613,0.488,0.512,0.31,0.033,0.129,0.457,0.103,0.047,0.184,0.164,300,336,298,92
"28Q101 2016",633,0.502,0.498,0.283,0.032,0.148,0.455,0.115,0.046,0.175,0.152,288,337,287,92
"28Q101 2017",668,0.518,0.482,0.271,0.039,0.172,0.445,0.118,0.057,0.178,0.142,301,333,298,95
"28Q117 2013",NA,0.502,0.498,0.374,0.103,0.326,0.173,0.125,0.094,1,NA,491,304,488,66
"28Q117 2014",NA,0.486,0.514,0.378,0.104,0.308,0.167,0.162,0.112,1,NA,480,313,470,63
"28Q117 2015",NA,0.487,0.513,0.36,0.106,0.331,0.163,0.154,0.112,1,0.527,462,310,454,62
"28Q117 2016",NA,0.482,0.518,0.369,0.105,0.326,0.16,0.179,0.092,1,0.495,466,311,466,72
"28Q117 2017",NA,0.471,0.529,0.353,0.104,0.332,0.169,0.162,0.097,1,0.462,459,307,446,70
"28Q121 2013",810,0.483,0.517,0.309,0.181,0.12,0.007,0.102,0.033,0.898,NA,391,316,390,72
"28Q121 2014",852,0.479,0.521,0.367,0.19,0.12,0.011,0.112,0.031,0.864,NA,408,328,405,71
"28Q121 2015",888,0.481,0.519,0.437,0.188,0.108,0.015,0.12,0.039,0.83,0.522,385,324,384,74
"28Q121 2016",949,0.499,0.501,0.486,0.192,0.115,0.014,0.131,0.038,0.802,0.499,405,317,405,79
"28Q121 2017",939,0.504,0.496,0.534,0.179,0.12,0.017,0.117,0.048,0.789,0.456,438,317,439,83
"28Q139 2013",887,0.459,0.541,0.266,0.032,0.345,0.347,0.151,0.177,0.649,NA,408,317,403,75
"28Q139 2014",873,0.482,0.518,0.263,0.033,0.346,0.342,0.157,0.176,0.652,NA,410,323,397,75
"28Q139 2015",847,0.477,0.523,0.251,0.025,0.342,0.361,0.172,0.179,0.677,0.439,424,322,417,76
"28Q139 2016",821,0.481,0.519,0.244,0.022,0.313,0.396,0.174,0.158,0.666,0.377,412,318,402,83
"28Q139 2017",773,0.464,0.536,0.235,0.018,0.305,0.42,0.168,0.171,0.638,0.353,380,320,367,78
"28Q140 2013",636,0.462,0.538,0.024,0.72,0.156,0.011,0.16,0.031,0.923,NA,287,283,284,46
"28Q140 2014",599,0.489,0.511,0.02,0.705,0.175,0.013,0.19,0.03,0.948,NA,281,289,275,50
"28Q140 2015",550,0.482,0.518,0.027,0.725,0.156,0.009,0.198,0.02,0.905,0.664,252,280,250,45
"28Q140 2016",521,0.47,0.53,0.033,0.71,0.167,0.012,0.182,0.036,0.937,0.655,225,287,217,56
"28Q140 2017",452,0.482,0.518,0.051,0.692,0.173,0.013,0.15,0.042,0.923,0.639,120,297,129,62
"28Q144 2013",785,0.504,0.496,0.363,0.033,0.145,0.383,0.122,0.05,0.285,NA,311,331,304,83
"28Q144 2014",809,0.498,0.502,0.365,0.032,0.147,0.375,0.114,0.051,0.265,NA,326,333,321,86
"28Q144 2015",818,0.496,0.504,0.364,0.028,0.16,0.353,0.122,0.051,0.251,0.205,331,331,328,87
"28Q144 2016",869,0.493,0.507,0.358,0.03,0.177,0.352,0.123,0.052,0.219,0.184,363,330,356,90
"28Q144 2017",895,0.479,0.521,0.366,0.029,0.182,0.349,0.113,0.045,0.188,0.172,368,331,359,91
"28Q157 2013",NA,0.473,0.527,0.221,0.132,0.221,0.417,0.182,0.135,0.622,NA,1266,317,1246,70
"28Q157 2014",NA,0.461,0.539,0.226,0.128,0.212,0.42,0.168,0.119,0.63,NA,1192,319,1352,75
"28Q157 2015",NA,0.476,0.524,0.237,0.128,0.219,0.4,0.152,0.109,0.572,0.395,1212,322,1371,76
"28Q157 2016",NA,0.485,0.515,0.237,0.101,0.225,0.412,0.147,0.093,0.494,0.359,1231,322,1391,84
"28Q157 2017",NA,0.508,0.492,0.233,0.079,0.244,0.411,0.15,0.093,0.52,0.327,1191,317,1395,85
"28Q160 2013",676,0.506,0.494,0.123,0.598,0.178,0.021,0.183,0.038,0.902,NA,279,281,280,55
"28Q160 2014",670,0.485,0.515,0.13,0.575,0.172,0.018,0.191,0.058,0.919,NA,276,295,274,54
"28Q160 2015",676,0.466,0.534,0.145,0.567,0.175,0.012,0.21,0.038,0.896,0.652,303,292,300,55
"28Q160 2016",699,0.442,0.558,0.133,0.548,0.199,0.009,0.213,0.041,0.924,0.647,306,293,301,62
"28Q160 2017",676,0.448,0.552,0.141,0.536,0.198,0.009,0.185,0.065,0.788,0.585,317,289,313,61
"28Q161 2013",664,0.462,0.538,0.642,0.069,0.173,0.024,0.146,0.113,0.928,NA,307,313,303,79
"28Q161 2014",708,0.475,0.525,0.631,0.062,0.174,0.024,0.16,0.105,0.919,NA,294,321,291,77
"28Q161 2015",679,0.47,0.53,0.635,0.053,0.175,0.024,0.146,0.119,0.907,0.566,293,315,289,79
"28Q161 2016",703,0.481,0.519,0.62,0.067,0.178,0.02,0.138,0.114,0.889,0.51,314,320,306,80
"28Q161 2017",740,0.488,0.512,0.658,0.066,0.162,0.016,0.12,0.132,0.881,0.471,350,317,347,78
"28Q167 2013",476,0.447,0.553,0.212,0.17,0.368,0.225,0.189,0.017,0.571,NA,333,306,333,70
"28Q167 2014",605,0.46,0.54,0.179,0.175,0.375,0.228,0.198,0.018,0.605,NA,308,305,353,66
"28Q167 2015",722,0.482,0.518,0.17,0.187,0.374,0.212,0.188,0.014,0.639,0.407,289,303,335,70
"28Q167 2016",829,0.486,0.514,0.17,0.179,0.393,0.201,0.195,0.017,0.632,0.397,226,297,267,75
"28Q167 2017",825,0.468,0.532,0.182,0.168,0.41,0.179,0.201,0.021,0.668,0.392,255,297,318,71
"28Q174 2013",632,0.429,0.571,0.335,0.044,0.248,0.345,0.106,0.095,0.402,NA,290,316,280,81
"28Q174 2014",676,0.451,0.549,0.345,0.044,0.25,0.328,0.105,0.093,0.395,NA,300,330,296,82
"28Q174 2015",686,0.443,0.557,0.325,0.054,0.257,0.332,0.117,0.101,0.375,0.268,309,327,306,83
"28Q174 2016",704,0.453,0.547,0.345,0.043,0.246,0.332,0.114,0.095,0.375,0.261,300,327,301,90
"28Q174 2017",674,0.49,0.51,0.329,0.039,0.239,0.346,0.098,0.12,0.329,0.252,300,324,291,87
"28Q175 2013",733,0.484,0.516,0.168,0.018,0.131,0.679,0.128,0.086,0.645,NA,361,311,357,74
"28Q175 2014",731,0.492,0.508,0.181,0.012,0.126,0.669,0.116,0.082,0.614,NA,339,318,337,72
"28Q175 2015",759,0.487,0.513,0.215,0.013,0.113,0.644,0.112,0.083,0.605,0.37,322,319,325,73
"28Q175 2016",766,0.463,0.537,0.202,0.012,0.115,0.657,0.134,0.084,0.591,0.365,316,321,315,80
"28Q175 2017",786,0.462,0.538,0.209,0.013,0.118,0.644,0.144,0.085,0.574,0.309,332,318,325,76
"28Q182 2013",859,0.491,0.509,0.289,0.155,0.513,0.017,0.139,0.34,0.956,NA,293,293,288,60
"28Q182 2014",951,0.476,0.524,0.264,0.157,0.539,0.011,0.164,0.313,0.952,NA,523,292,508,50
"28Q182 2015",937,0.491,0.509,0.273,0.142,0.54,0.012,0.158,0.304,0.963,0.714,504,289,491,51
